RENGLON,AÑO,ENTIDAD,CVE_GEO,CRE_NAT,CRE_SOC,CRE_TOT,DEF,EDAD_MED,EMI_EST,EMI_INT,EVH,EVM,EV,HOM_MIT_AÑO,IND_ENV,INM_EST,INM_INT,MIG_NET_EST,MIG_NET_INT,MUJ_MIT_AÑO,NAC,POB_MIT_AÑO,MUJ_12_14,MUJ_15_17,MUJ_15_19,MUJ_15_29,MUJ_15_49,MUJ_18_24,MUJ_20_24,MUJ_3_5,MUJ_30_64,MUJ_6_11,MUJ_65_MAS,HOM_12_14,HOM_15_17,HOM_15_19,HOM_15_29,HOM_15_49,HOM_18_24,HOM_20_24,HOM_3_5,HOM_30_64,HOM_6_11,HOM_65_MAS,POB_12_14,POB_15_17,POB_15_19,POB_15_29,POB_15_49,POB_18_24,POB_20_24,POB_3_5,POB_30_64,POB_6_11,POB_65_MAS,RAZ_DEP_ADU,RAZ_DEP_INF,RAZ_DEP,T_BRU_MOR,T_BRU_NAT,T_CRE_NAT,T_CRE_SOC,T_CRE_TOT,T_EMI_EST,T_INM_EST,T_MIG_NET_EST,T_MIG_NET_INT,TMIH,TMIM,TMI,TEF_ADO,TGF
49,1998,República Mexicana,0,1887250,-507067,1380183,460080,21.33,ND,619580,70.7,76.26,73.47,47319996,13.55,ND,112513,ND,-507067,48796964,2347330,96116960,3224953,3126254,5131130,14115743,25540745,6745055,4740179,3407476,15500066,6654112,2499655,3278427,3104357,5029089,13460913,24277077,6370433,4445701,3526627,14617744,6831406,2086311,6503380,6230611,10160219,27576656,49817822,13115488,9185880,6934103,30117810,13485518,4585966,7.95,58.65,66.6,4.79,24.42,1.96,-0.53,1.44,ND,ND,0,-0.53,27.09,21.94,24.58,80.2,2.78
50,1999,República Mexicana,0,1877253,-526193,1351060,455410,22,ND,624278,71.29,76.74,74.01,47947812,14.03,ND,98085,ND,-526193,49534772,2332663,97482584,3236332,3140107,5155395,14255314,26061111,6784293,4769005,3393328,16018536,6672712,2587324,3291997,3118624,5049852,13541286,24694423,6376485,4445257,3516779,15079367,6859027,2160472,6528329,6258731,10205247,27796600,50755534,13160778,9214262,6910107,31097903,13531739,4747796,8.06,57.46,65.52,4.67,23.93,1.93,-0.54,1.39,ND,ND,0,-0.54,26,21.05,23.59,78.83,2.72
51,2000,República Mexicana,0,1876153,-621923,1254230,445872,22,ND,703535,72.04,77.41,74.73,48540384,14.55,ND,81612,ND,-621923,50244891,2322025,98785275,3246490,3151095,5173909,14356523,26544371,6804952,4782138,3372985,16546800,6685586,2681336,3305675,3135285,5073596,13588945,25073553,6370263,4431952,3500198,15542643,6882054,2239454,6552165,6286380,10247505,27945468,51617924,13175215,9214090,6873183,32089443,13567640,4920790,8.2,56.35,64.55,4.51,23.51,1.9,-0.63,1.27,ND,ND,0,-0.63,24.87,20.12,22.55,77.87,2.67
52,2001,República Mexicana,0,1863770,-477935,1385835,449111,22.35,ND,555948,72.39,77.68,75.04,49147826,15.1,ND,78013,ND,-477935,50957473,2312881,100105299,3256346,3163687,5195094,14444120,27015831,6825742,4794335,3351986,17086683,6692684,2780699,3319257,3159176,5113885,13651496,25464721,6387717,4433008,3479602,16011844,6897663,2322599,6575603,6322863,10308979,28095616,52480552,13213459,9227343,6831588,33098527,13590347,5103298,8.34,55.25,63.59,4.49,23.1,1.86,-0.48,1.38,ND,ND,0,-0.48,23.67,19.15,21.46,77.38,2.62
53,2002,República Mexicana,0,1840247,-448688,1391559,462211,23,ND,539892,72.39,77.73,75.06,49794715,15.66,ND,91204,ND,-448688,51699272,2302458,101493987,3268029,3180182,5224823,14544250,27501516,6864847,4820206,3335735,17640210,6692805,2882283,3334561,3186854,5167465,13747318,25886834,6442877,4462266,3459932,16488997,6904693,2406991,6602590,6367036,10392288,28291568,53388350,13307724,9282472,6795667,34129207,13597498,5289274,8.47,54.12,62.6,4.55,22.69,1.81,-0.44,1.37,ND,ND,0,-0.44,22.51,18.2,20.41,77.06,2.58
54,2003,República Mexicana,0,1819219,-417801,1401418,476496,23,ND,539299,72.4,77.7,75.06,50441935,16.23,ND,121498,ND,-417801,52448539,2295715,102890474,3281824,3196810,5255984,14643911,27983588,6912620,4853446,3325516,18202038,6682591,2985039,3352122,3209479,5214660,13841489,26301748,6509279,4504098,3443371,16970647,6898875,2492166,6633946,6406289,10470644,28485400,54285336,13421899,9357544,6768887,35172685,13581466,5477205,8.6,53.03,61.63,4.63,22.31,1.77,-0.41,1.36,ND,ND,0,-0.41,21.54,17.41,19.53,76.86,2.54
55,2004,República Mexicana,0,1811135,-448651,1362484,479260,23.3,ND,616802,72.77,78,75.4,51082664,16.82,ND,168151,ND,-448651,53189780,2290395,104272444,3295737,3210160,5281700,14731363,28446949,6959035,4887495,3318672,18769253,6662646,3091279,3371129,3225211,5247908,13921077,26695551,6571512,4548815,3431820,17457456,6881497,2580879,6666866,6435371,10529608,28652440,55142500,13530547,9436310,6750492,36226709,13544143,5672158,8.74,51.98,60.72,4.6,21.97,1.74,-0.43,1.31,ND,ND,0,-0.43,20.79,16.8,18.84,76.49,2.51
56,2005,República Mexicana,0,1780241,-348814,1431427,500593,24,ND,574609,72.62,77.8,75.22,51728994,17.44,ND,225795,ND,-348814,53940375,2280834,105669369,3307931,3223506,5306741,14818836,28903447,7007366,4924131,3314368,19341469,6640068,3200921,3388527,3239978,5275360,13998592,27078348,6630002,4594620,3426549,17947240,6857845,2673138,6696458,6463484,10582101,28817428,55981795,13637368,9518751,6740917,37288709,13497913,5874059,8.89,50.96,59.85,4.74,21.58,1.68,-0.33,1.35,ND,ND,0,-0.33,20.17,16.3,18.28,75.79,2.47
57,2006,República Mexicana,0,1768431,-227859,1540572,504174,24,ND,499363,72.87,78.19,75.54,52428640,18.07,ND,271504,ND,-227859,54726751,2272605,107155391,3317279,3242233,5340274,14931303,29375464,7068178,4970137,3313464,19915710,6621457,3314273,3402123,3265201,5319100,14122830,27496811,6709213,4655314,3428055,18436785,6835657,2768322,6719402,6507434,10659374,29054133,56872275,13777391,9625451,6741519,38352495,13457114,6082595,9.02,49.94,58.97,4.71,21.21,1.65,-0.21,1.44,ND,ND,0,-0.21,19.61,15.86,17.78,75.12,2.43
58,2007,República Mexicana,0,1742316,-103950,1638366,527242,24.23,ND,403805,72.67,78.01,75.35,53197386,18.71,ND,299855,ND,-103950,55547459,2269558,108744845,3321615,3264482,5379176,15067859,29860694,7138877,5024183,3316477,20491558,6609530,3431161,3409508,3299638,5379750,14306201,27964725,6815074,4734962,3434853,18928238,6820924,2866155,6731123,6564120,10758926,29374060,57825419,13953951,9759145,6751330,39419796,13430454,6297316,9.15,48.92,58.07,4.85,20.87,1.6,-0.1,1.51,ND,ND,0,-0.1,19.11,15.46,17.33,74.95,2.4
59,2008,República Mexicana,0,1718094,-35211,1682883,551934,24.86,ND,346161,72.23,78.06,75.15,54012107,19.36,ND,310950,ND,-35211,56393347,2270028,110405454,3319450,3286027,5419720,15221706,30351338,7218347,5084654,3321159,21067307,6606029,3550395,3409974,3336345,5450325,14537817,28468293,6945142,4831162,3441076,19416324,6816060,2964137,6729424,6622372,10870045,29759523,58819631,14163489,9915816,6762235,40483631,13422089,6514532,9.27,47.9,57.18,5,20.56,1.56,-0.03,1.52,ND,ND,0,-0.03,18.63,15.08,16.9,75.24,2.37
60,2009,República Mexicana,0,1689295,7625,1696920,580721,25,ND,297031,71.87,77.87,74.86,54851391,20.02,ND,304656,ND,7625,57243997,2270016,112095388,3311274,3301821,5456624,15379530,30833409,7301243,5146440,3323076,21640294,6609477,3672659,3405337,3366624,5520541,14797859,28988121,7091900,4937983,3442392,19899488,6820359,3062311,6716611,6668445,10977165,30177389,59821530,14393143,10084423,6765468,41539782,13429836,6734970,9.39,46.91,56.3,5.18,20.25,1.51,0.01,1.51,ND,ND,0,0.01,18.2,14.73,16.5,75.65,2.34
61,2010,República Mexicana,0,1667368,-57742,1609626,602896,25,ND,274381,71.64,77.89,74.75,55671595,20.69,ND,216639,ND,-57742,58077076,2270264,113748671,3301304,3308874,5482541,15526549,31292234,7378966,5205299,3320167,22208561,6616668,3797690,3398875,3383584,5574343,15052686,29485802,7236267,5045508,3437753,20369470,6830853,3160324,6700179,6692458,11056884,30579235,60778036,14615233,10250807,6757920,42578031,13447521,6958014,9.51,45.97,55.49,5.3,19.96,1.47,-0.05,1.42,ND,ND,0,-0.05,17.8,14.41,16.15,76.13,2.31
62,2011,República Mexicana,0,1655403,-27451,1627952,613657,25.63,ND,218438,71.83,78.01,74.91,56472858,21.39,ND,190987,ND,-27451,58894594,2269060,115367452,3294717,3307285,5494259,15659253,31727155,7449153,5262179,3314288,22773848,6622898,3928028,3393795,3389098,5607639,15295336,29960644,7372309,5153768,3429765,20832491,6842942,3261237,6688512,6696383,11101898,30954589,61687799,14821462,10415947,6744053,43606339,13465840,7189265,9.64,45.09,54.73,5.32,19.67,1.43,-0.02,1.41,ND,ND,0,-0.02,17.41,14.11,15.8,76.38,2.28
63,2012,República Mexicana,0,1637905,-129378,1508527,627633,26,ND,268633,72.02,78.01,75.01,57246931,22.12,ND,139255,ND,-129378,59688739,2265538,116935670,3292897,3298690,5493305,15774362,32134095,7508903,5314288,3306993,23332499,6624072,4063425,3390944,3385440,5620061,15510401,30401676,7488202,5253581,3421392,21293507,6850910,3368223,6683841,6684130,11113366,31284763,62535771,14997105,10567869,6728385,44626006,13474982,7431648,9.79,44.25,54.04,5.37,19.37,1.4,-0.11,1.29,ND,ND,0,-0.11,16.98,13.78,15.42,76.33,2.26
64,2013,República Mexicana,0,1613226,-85227,1527999,645369,26,ND,224934,72.11,77.97,75.04,57992814,22.9,ND,139707,ND,-85227,60461115,2258595,118453929,3293826,3287631,5483790,15871208,32514838,7554466,5358307,3298614,23886414,6619930,4203806,3391565,3378153,5618743,15697409,30811213,7579968,5339378,3412939,21753190,6852433,3480472,6685391,6665784,11102533,31568617,63326051,15134434,10697685,6711553,45639604,13472363,7684278,9.95,43.47,53.42,5.45,19.07,1.36,-0.07,1.29,ND,ND,0,-0.07,16.44,13.36,14.94,76.07,2.23
65,2014,República Mexicana,0,1581693,-144640,1437053,669880,26.49,ND,284675,72.06,77.83,74.95,58721525,23.7,ND,140035,ND,-144640,61214886,2251573,119936411,3295054,3279452,5470207,15951290,32872536,7583732,5392977,3289663,24436600,6612453,4348869,3395939,3371705,5610295,15861401,31201525,7648175,5409585,3404530,22217869,6848155,3596585,6690993,6651157,11080502,31812691,64074061,15231907,10802562,6694193,46654469,13460608,7945454,10.13,42.72,52.85,5.59,18.77,1.32,-0.12,1.2,ND,ND,0,-0.12,15.92,12.95,14.47,75.56,2.21
66,2015,República Mexicana,0,1536436,-150805,1385631,701961,27,ND,291090,71.85,77.56,74.71,59416305,24.52,ND,140285,ND,-150805,61931495,2238397,121347800,3295919,3275801,5457128,16014289,33201065,7596043,5414716,3280770,24974646,6600358,4494590,3403045,3367593,5600144,15999298,31564191,7690947,5458396,3396468,22679856,6837806,3713216,6698964,6643394,11057272,32013587,64765256,15286990,10873112,6677238,47654502,13438164,8207806,10.3,42.01,52.32,5.78,18.45,1.27,-0.12,1.14,ND,ND,0,-0.12,15.62,12.72,14.21,74.33,2.18
67,2016,República Mexicana,0,1509283,-160201,1349082,714867,27,716508,294268,71.98,77.71,74.83,60090244,25.38,716508,134067,0,-160201,62624921,2224150,122715165,3297434,3275506,5448575,16063561,33508169,7594212,5421143,3273087,25505613,6583257,4645522,3411343,3367946,5595177,16118179,31909969,7711930,5484699,3389429,23142386,6821855,3833861,6708777,6643452,11043752,32181740,65418138,15306142,10905842,6662516,48647999,13405112,8479383,10.49,41.33,51.82,5.83,18.12,1.23,-0.13,1.1,0.58,0.58,0,-0.13,15.21,12.38,13.83,72.89,2.16
68,2017,República Mexicana,0,1473329,-169283,1304046,732161,27.42,712501,302585,72.03,77.75,74.88,60740740,26.32,712501,133302,0,-169283,63300991,2205490,124041731,3298310,3276310,5445078,16099226,33793726,7583167,5414399,3265739,26028271,6564585,4807473,3416810,3372116,5595317,16215547,32236464,7714410,5491209,3382066,23604584,6803248,3963548,6715120,6648426,11040395,32314773,66030190,15297577,10905608,6647805,49632855,13367833,8771021,10.7,40.66,51.37,5.9,17.78,1.19,-0.14,1.05,0.57,0.57,0,-0.14,15.08,12.28,13.71,71.63,2.13
69,2018,República Mexicana,0,1440992,-172880,1268112,746100,28,708210,306837,72.15,77.88,75,61368864,27.34,708210,133957,0,-172880,63958933,2187092,125327797,3295544,3277769,5446250,16125775,34059608,7569667,5401186,3256125,26539389,6547462,4979943,3416002,3379187,5600601,16293826,32545443,7707141,5485727,3372671,24066311,6785964,4101786,6711546,6656956,11046851,32419601,66605051,15276808,10886913,6628796,50605700,13333426,9081729,10.94,40.01,50.95,5.95,17.45,1.15,-0.14,1.01,0.57,0.57,0,-0.14,14.72,11.98,13.38,70.5,2.1
70,2019,República Mexicana,0,1407261,-175601,1231660,761787,28,703554,310901,72.24,77.98,75.1,61977632,28.44,703554,135300,0,-175601,64600059,2169048,126577691,3288417,3280150,5449998,16145044,34306708,7555985,5386137,3242485,27038747,6531759,5163504,3408545,3387262,5610235,16355064,32839016,7697200,5474227,3359955,24527544,6770198,4248954,6696962,6667412,11060233,32500108,67145724,15253185,10860364,6602440,51566291,13301957,9412458,11.2,39.37,50.57,6.02,17.14,1.11,-0.14,0.97,0.56,0.56,0,-0.14,14.45,11.75,13.13,69.46,2.08
71,2020,República Mexicana,0,1375102,-177638,1197464,776256,28.45,698742,314423,72.37,78.11,75.23,62567626,29.62,698742,136785,0,-177638,65224660,2151358,127792286,3279593,3281686,5452680,16154979,34533408,7544688,5373694,3224331,27526664,6515977,5358231,3398396,3392818,5619968,16397187,33115635,7690013,5462863,3342650,24987746,6754694,4405327,6677989,6674504,11072648,32552166,67649043,15234701,10836557,6566981,52514410,13270671,9763558,11.48,38.75,50.23,6.07,16.83,1.08,-0.14,0.94,0.55,0.55,0,-0.14,14.08,11.45,12.8,68.53,2.05
72,2021,República Mexicana,0,1342462,-179577,1162885,791489,29,693673,317765,72.49,78.24,75.35,63139259,30.88,693673,138188,0,-179577,65833180,2133951,128972439,3270969,3279308,5451509,16152778,34738104,7539019,5366818,3202476,28003516,6498933,5564409,3388959,3392329,5624910,16417826,33373639,7689174,5456593,3320885,25446903,6737802,4570712,6659928,6671637,11076419,32570604,68111743,15228193,10823411,6523361,53450419,13236735,10135121,11.78,38.15,49.93,6.14,16.55,1.04,-0.14,0.9,0.54,0.54,0,-0.14,13.74,11.16,12.48,67.69,2.03
73,2022,República Mexicana,0,1310395,-181439,1128956,806380,29,688381,320758,72.62,78.38,75.49,63692767,32.23,688381,139319,0,-181439,66425589,2116775,130118356,3262263,3272477,5446970,16140954,34922196,7539755,5365262,3178529,28466805,6479191,5782187,3380367,3385384,5623888,16420759,33614558,7694840,5456336,3296453,25901017,6718177,4745111,6642630,6657861,11070858,32561713,68536754,15234595,10821598,6474982,54367822,13197368,10527298,12.11,37.57,49.68,6.2,16.27,1.01,-0.14,0.87,0.53,0.53,0,-0.14,13.36,10.85,12.13,66.92,2.01
74,2023,República Mexicana,0,1278103,-183229,1094874,821706,29.55,682842,323424,72.76,78.52,75.63,64228297,33.66,682842,140195,0,-183229,67001958,2099809,131230255,3253415,3263885,5439278,16123378,35088462,7543002,5367609,3153786,28913597,6454798,6011402,3372136,3375793,5617330,16412749,33842429,7703234,5461697,3270912,26344739,6693773,4928167,6625551,6639678,11056608,32536127,68930891,15246236,10829306,6424698,55258336,13148571,10939569,12.46,37.01,49.47,6.26,16,0.97,-0.14,0.83,0.52,0.52,0,-0.14,12.98,10.54,11.79,66.21,1.99
75,2024,República Mexicana,0,1245920,-184869,1061051,837090,30,677172,325716,72.9,78.67,75.78,64746182,35.18,677172,140847,0,-184869,67562094,2083010,132308276,3245643,3255415,5427157,16101531,35238871,7543823,5372081,3129346,29342218,6424185,6251430,3364542,3366850,5605464,16398664,34061013,7710348,5471734,3245480,26774350,6662908,5119225,6610185,6622265,11032621,32500195,69299884,15254171,10843815,6374826,56116568,13087093,11370655,12.83,36.47,49.3,6.33,15.74,0.94,-0.14,0.8,0.51,0.51,0,-0.14,12.6,10.22,11.44,65.53,1.97
76,2025,República Mexicana,0,1213502,-186239,1027263,852822,30,671316,327601,73.05,78.82,75.93,65246678,36.78,671316,141362,0,-186239,68105709,2066324,133352387,3239242,3246832,5412453,16078249,35375753,7540865,5375244,3105176,29750328,6387341,6501323,3357607,3358585,5590608,16382307,34272923,7713998,5481975,3220212,27186639,6626061,5317298,6596849,6605417,11003061,32460556,69648676,15254863,10857219,6325388,56936967,13013402,11818621,13.22,35.95,49.17,6.4,15.5,0.91,-0.14,0.77,0.5,0.5,0,-0.14,12.21,9.9,11.08,64.89,1.96
77,2026,República Mexicana,0,1180985,-187228,993757,868782,30.68,665302,329038,73.19,78.98,76.08,65730205,38.45,665302,141810,0,-187228,68632729,2049767,134362934,3232805,3238103,5398341,16057035,35503320,7534706,5374468,3081257,30136026,6345093,6760016,3350560,3350484,5576164,16367027,34481889,7713153,5487473,3195273,27579856,6583613,5521417,6583365,6588587,10974505,32424062,69985209,15247859,10861941,6276530,57715882,12928706,12281433,13.62,35.44,49.06,6.47,15.26,0.88,-0.14,0.74,0.5,0.5,0,-0.14,11.83,9.58,10.73,64.29,1.94
78,2027,República Mexicana,0,1148303,-187941,960362,885088,31,659162,330222,73.34,79.14,76.23,66196891,40.2,659162,142281,0,-187941,69143082,2033391,135339973,3223918,3230447,5385349,16038717,35624178,7525194,5370292,3057508,30499944,6299324,7026515,3341530,3342851,5563189,16353396,34689364,7707222,5486884,3170784,27954949,6536943,5730577,6565448,6573298,10948538,32392113,70313542,15232416,10857176,6228292,58454893,12836267,12757092,14.04,34.93,48.98,6.54,15.02,0.85,-0.14,0.71,0.49,0.49,0,-0.14,11.45,9.27,10.38,63.72,1.92
79,2028,República Mexicana,0,1115521,-188580,926941,901716,31.08,652870,331362,73.49,79.29,76.39,66646894,42.02,652870,142782,0,-188580,69636698,2017237,136283592,3210916,3224151,5372946,16021596,35737577,7511762,5362967,3033913,30844558,6251638,7299985,3329167,3335785,5550465,16340144,34892738,7695274,5480594,3146789,28313591,6487906,5944008,6540083,6559936,10923411,32361740,70630315,15207036,10843561,6180702,59158149,12739544,13243993,14.47,34.44,48.91,6.62,14.8,0.82,-0.14,0.68,0.48,0.48,0,-0.14,11.07,8.96,10.04,63.19,1.91
80,2029,República Mexicana,0,1082637,-189268,893369,918710,31.77,646423,332604,73.64,79.45,76.54,67080212,43.91,646423,143336,0,-189268,70113539,2001347,137193751,3193310,3217805,5360980,16002591,35841621,7494429,5351254,3010514,31172406,6203372,7580026,3312246,3328614,5537603,16326134,35089005,7677898,5468909,3123212,28657138,6438175,6161169,6505556,6546419,10898583,32328725,70930626,15172327,10820163,6133726,59829544,12641547,13741195,14.91,33.96,48.87,6.7,14.59,0.79,-0.14,0.65,0.47,0.47,0,-0.14,10.7,8.65,9.7,62.69,1.89
81,2030,República Mexicana,0,1049621,-189984,859637,936086,32,639872,333907,73.79,79.61,76.7,67496667,45.87,639872,143923,0,-189984,70573604,1985707,138070271,3171945,3209010,5347763,15978526,35933283,7475745,5336992,2987377,31484836,6155595,7866469,3290926,3319578,5523907,16308573,35273661,7658561,5454232,3099937,28987204,6388996,6381808,6462871,6528588,10871670,32287099,71206944,15134306,10791224,6087314,60472040,12544591,14248277,15.36,33.49,48.85,6.78,14.38,0.76,-0.14,0.62,0.46,0.46,0,-0.14,10.34,8.35,9.37,62.24,1.88
82,2031,República Mexicana,0,1016477,-190739,825738,953813,32.14,633193,335245,73.95,79.77,76.85,67896115,47.89,633193,144506,0,-190739,71016854,1970290,138912969,3148442,3196143,5331193,15947865,36009848,7458384,5323334,2964526,31781682,6108226,8159370,3267031,3307405,5507385,16284046,35441702,7640071,5440091,3076845,29305483,6340395,6605806,6415473,6503548,10838578,32231911,71451550,15098455,10763425,6041371,61087165,12448621,14765176,15.82,33.04,48.86,6.87,14.18,0.73,-0.14,0.59,0.46,0.46,0,-0.14,9.98,8.06,9.04,61.84,1.87
83,2032,República Mexicana,0,983131,-191522,791609,971907,32.82,626361,336598,74.1,79.93,77.01,68278436,49.98,626361,145076,0,-191522,71443189,1955038,139721625,3124106,3178698,5309434,15909795,36069041,7441537,5310801,2941962,32061885,6061290,8459161,3242091,3290857,5486019,16250361,35588594,7622852,5427690,3053864,29612339,6292402,6833403,6366197,6469555,10795453,32160156,71657635,15064389,10738491,5995826,61674224,12353692,15292564,16.3,32.6,48.9,6.96,13.99,0.7,-0.14,0.57,0.45,0.45,0,-0.14,9.63,7.78,8.73,61.48,1.86
84,2033,República Mexicana,0,949511,-192281,757230,990361,33,619426,337855,74.25,80.08,77.16,68643555,52.14,619426,145574,0,-192281,71852514,1939872,140496069,3100049,3157497,5281359,15862913,36109459,7422733,5298871,2919751,32325176,6014786,8766332,3217297,3270058,5459004,16205990,35711097,7604861,5415915,3030982,29907889,6244987,7064817,6317346,6427555,10740363,32068903,71820556,15027594,10714786,5950733,62233065,12259773,15831149,16.79,32.2,48.99,7.05,13.81,0.68,-0.14,0.54,0.44,0.44,0,-0.14,9.29,7.5,8.42,61.13,1.84
85,2034,República Mexicana,0,915529,-192909,722620,1009190,33.17,612450,338912,74.4,80.24,77.32,68991421,54.36,612450,146003,0,-192909,72244570,1924719,141235991,3076231,3134159,5247839,15806686,36130791,7401036,5287356,2897914,32571768,5968760,9081083,3192654,3246686,5426568,16151045,35807981,7584211,5404329,3008240,30192149,6198114,7299870,6268885,6380845,10674407,31957731,71938772,14985247,10691685,5906154,62763917,12166874,16380953,17.29,31.81,49.11,7.15,13.63,0.65,-0.14,0.51,0.43,0.43,0,-0.14,8.97,7.23,8.12,60.8,1.83
86,2035,República Mexicana,0,881206,-193285,687921,1028320,33.84,605347,339620,74.55,80.39,77.47,69322145,56.65,605347,146335,0,-193285,72619125,1909526,141941270,3052666,3110001,5210747,15743156,36132990,7375343,5274597,2876409,32799833,5923241,9403060,3168272,3222192,5389809,16088239,35879022,7559697,5392080,2985701,30463124,6151729,7537862,6220938,6332193,10600556,31831395,72012012,14935040,10666677,5862110,63262957,12074970,16940922,17.81,31.45,49.26,7.24,13.45,0.62,-0.14,0.48,0.43,0.43,0,-0.14,8.65,6.97,7.83,60.47,1.82
87,2036,República Mexicana,0,846481,-193403,653078,1047777,34,598193,340012,74.7,80.55,77.62,69635757,58.99,598193,146609,0,-193403,72975978,1894258,142611735,3029279,3086117,5171691,15674931,36116520,7344093,5258519,2855122,33007594,5878305,9731386,3144235,3197695,5350324,16020509,35924643,7529631,5377002,2963426,30718858,6105748,7777813,6173514,6283812,10522015,31695440,72041163,14873724,10635521,5818548,63726452,11984053,17509199,18.35,31.1,49.45,7.35,13.28,0.59,-0.14,0.46,0.42,0.42,0,-0.14,8.34,6.71,7.54,60.15,1.81
